estacion_servicio,regular,premium,diesel
7409,19.83,,20.9
7409,,22.23,
5885,19.99,,21.55
6184,21.04,,22.39
7218,18.99,,
7218,,,20.99
7218,,21.99,
6875,21.19,,22.49
6875,,22.85,
7310,19.85,,
6316,20.89,,
6316,,22.29,
6316,,,21.89
6153,19.99,,
6153,,20.99,20.99
6651,21.47,23.87,
7240,19.85,,
6207,20.99,,
6207,,23.09,
7325,20.19,22.99,
7090,20.19,,
7090,,,21.74
7090,,22.99,
5966,20.19,,
5966,,21.89,21.79
6075,18.96,21.52,
7508,19.45,,
7508,,21.99,20.89
7228,19.99,,
7228,,20.99,20.99
7502,20.69,,
7502,,22.99,
6197,,,21.2
6226,20.59,,
6226,,22.99,
6253,,21.5,21.2
5999,21.52,,22.97
5829,20.59,,
5829,,22.99,
5829,,,21.99
7457,,22.49,
7457,20.59,,
7457,,,21.99
6046,22.6,23.98,23.98
6277,19.2,21.43,
6905,20.11,22.42,
6108,20.69,,
6108,,22.49,
6691,,23.08,
6691,20.99,,22.99
5972,20.93,,
5972,,23.36,
7369,19.45,,20.89
7369,,21.59,
6469,,23.08,
6469,20.99,,22.99
7504,19.79,,
7504,,,21.59
7504,,22.54,
6070,21.61,22.98,23.14
5762,20.99,22.8,22.8
6597,21.34,,
6597,,,21.94
6597,,22.94,
5786,20.56,22.65,21.99
7230,20.62,22.06,21.9
6662,15.34,,20.38
6782,19.89,,
6782,,22.39,
6738,15.34,,
6366,,22.29,
6366,20.79,,
6366,,,22.25
5910,19.89,22.79,21.59
6981,20.69,23.39,
6981,,,22.09
6142,20.97,22.48,22.54
6964,15.34,,
7261,20.85,23.79,22.29
6881,,22.99,
6881,20.89,,
6881,,,22.29
6525,20.49,,
6525,,22.89,
7321,19.99,21.69,21.79
6035,21.29,22.89,22.79
5915,18.49,19.59,
7106,,,21.79
7106,20.49,,
7106,,21.99,
6110,15.34,,20.38
7183,20.35,21.95,21.65
6066,21.07,,
6066,,,22.58
5899,,,22.5
5899,21.5,,
5899,,23.2,
7224,15.34,,20.38
7080,20.35,21.95,
6910,,22.29,
6910,20.79,,
6910,,,22.25
6986,20.99,22.8,22.8
7383,20.69,23.39,
7383,,,22.09
5834,20.35,21.95,21.65
6637,21.61,22.98,23.14
7395,19.75,21.49,21.19
6243,18.49,,
6243,,,20.49
6243,,20.99,
6508,20.7,22.6,21.75
6732,21.04,22.65,22.65
6636,22.59,23.99,
7431,20.28,22.19,21.99
7492,21.04,22.65,22.65
7041,20.99,22.89,
7041,,,22.79
5779,19.3,,
5779,,21.65,
6144,21.09,22.59,22.49
7195,21.04,22.65,
6824,20.99,22.89,
6824,,,22.79
7002,,,21.79
7002,20.49,,
7002,,21.99,
5997,20.99,22.89,
5997,,,22.79
6307,18.94,20.87,20.29
6081,20.49,,21.44
6081,,22.89,
5793,20.6,,21.6
5758,19.79,22.39,21.49
5880,21.53,22.93,23.06
5840,20.59,22.69,21.99
7387,21.34,,
7387,,,21.94
7387,,22.94,
6098,21.82,23.5,23.41
6588,,,21.39
6588,20.09,,
6588,,22.59,
6391,21.49,22.99,21.95
6872,21.23,22.97,
7182,,23.2,23.45
6280,20.09,,
6280,,22.49,
6261,19.99,,21.64
6261,,22.29,
5962,20.5,,21.99
6828,20.39,22.29,
6828,,,21.69
6297,20.09,,
6297,,,21.89
6297,,22.49,
5810,19.99,22.39,
6858,20.42,,20.8
6107,19.65,,
6107,,,20.89
6107,,21.89,
6826,,21.46,
6826,,,21.39
6826,18.87,,
6342,19.89,,
6342,,21.99,
7060,20.79,,
7060,,22.89,
7009,20.68,22.89,21.69
6933,19.85,22.25,
7453,20.3,23.3,21.8
6053,21.19,,
6053,,23.39,
6908,20.6,,
6908,,,21.9
6908,,22.39,
6832,20.59,,
6832,,,21.89
6832,,22.99,
7443,20.27,22.4,
6965,20.99,21.99,21.99
7406,20.25,22.55,21.35
6856,20.39,,
6856,,,21.79
6856,,22.49,
6200,19.99,,20.99
6985,20.39,21.99,
6240,20.27,22.4,
6613,20.79,22.39,
6221,20.39,,
6221,,,21.79
6221,,22.49,
6047,20.25,22.99,21.85
7405,20.27,22.4,21.53
6705,21.29,22.99,
7478,20.85,22.4,22.8
7247,,22.65,
7247,20.85,,
7247,,,22.35
6599,,,21.99
6599,20.49,,
6599,,22.19,
6425,,22.29,
6425,20.54,,
7082,,23.89,
7082,,,22.99
7082,21.99,,
6698,,23.89,
6698,,,22.99
6698,21.99,,
6373,,22.65,
6373,20.85,,
6772,20.49,,
6772,,22.19,
6792,,23.89,
6792,,,22.99
6792,21.99,,
6254,,,21.54
6254,20.49,,
6254,,22.89,
6332,20.69,,
6332,,22.99,
6332,,,17.51
6947,,22.99,
6947,20.99,,
6688,19.24,21.84,
7374,19.37,21.38,20.76
6667,20.99,23.19,22.54
6182,19.55,21.99,20.99
6815,19.4,21.69,20.6
6550,19.47,,
6550,,21.67,
7223,20.95,,
7223,,,22.45
6536,20.2,22.29,21.39
5832,,22.79,
5832,20.95,,
5832,,,22.49
6343,21.2,22.7,22.85
6032,20.49,22.79,
6583,20.99,,
6583,,,22.59
5828,19.15,,
5828,,21.6,
7468,19.24,21.84,
6459,20.95,22.75,
6459,,,22.45
7442,19.99,,
7442,,20.99,20.99
6083,19.35,21.79,21.09
5826,19.3,,
5826,,21.49,
5826,,,20.89
6293,19.23,21.28,20.65
5787,21.39,23.49,
7318,,22.65,
7318,20.85,,
7318,,,22.35
6237,21.5,,22.95
5884,21.09,23.09,
6831,20.11,22.42,21.55
6057,20.59,,
6057,,23.19,
6057,,,21.93
5771,20.89,22.39,22.59
6604,,22.89,21.99
6604,20.79,,
6507,21.57,23.52,22.83
6744,19.37,21.38,
7227,20.29,21.39,
7227,,,22.09
6918,21.39,22.89,22.49
6037,21.8,22.99,22.99
6232,20.49,,
6232,,,21.99
6232,,22.49,
6192,,22.29,
6192,20.79,,
6192,,,22.25
7307,20.49,22.29,21.09
10960,20.25,22.99,21.49
11119,19.99,21.99,22.39
11085,21.29,23.29,
11059,21.19,23.29,21.99
11183,21.29,23.29,21.99
6672,21.9,,
6672,,23.2,
6672,,,22.85
6626,,22.95,
6626,20.79,,
10948,20.39,,21.99
10842,20.99,22.99,
11035,21.39,23.39,
10893,20.49,23.29,
10947,20.49,23.09,
11081,21.29,23.29,22.09
11124,20.99,22.99,22.09
10979,20.19,,
10979,,22.49,
10899,21.89,22.99,23.19
11088,18.97,,
11088,,21.47,20.87
10825,20.29,22.49,22.09
10925,19.49,,
10925,,21.99,
10925,,,20.49
10912,21.89,22.99,23.19
10965,19.59,,
10965,,21.99,
10981,19.59,21.99,21.89
10937,20.49,22.39,
10972,20.98,22.98,22.36
10827,21.95,23.57,23.3
11153,20.7,,
11153,,22.35,
11026,21.39,23.39,
11004,20.14,,
11004,,21.76,
10964,21.38,,
10964,,23.8,
11176,19.95,22.29,21.09
10988,19.28,,
10988,,,21.42
10988,,21.91,
11031,,21.49,
11031,19.39,,
10935,19.81,21.52,
11070,20.98,,
11070,,22.78,21.6
10940,,22.59,
10940,20.79,,
10940,,,22.49
11175,19.54,,
11175,,,21.2
11175,,22.09,
10867,16.89,18.89,
10942,,23.19,
10942,21.79,,22.89
11052,,22.84,
11052,20.89,,
11052,,,22.64
10996,20.85,,
10996,,,20.85
10996,,21.99,
10958,20.49,,
10958,,22.99,
11078,,,21.98
11078,20.08,22.73,
11034,19.4,21.85,20.7
10985,19.8,21.9,
11067,21.59,22.79,22.89
11084,,,22.48
11084,20.99,,
11084,,22.99,
10932,19.99,22.05,21.8
11051,20.11,21.78,21.5
11152,20.29,,21.15
11152,,21.8,
11014,19.73,20.36,21.28
10866,20.98,,
10866,,22.8,22.75
11098,18.89,,
11098,,,19.89
11098,,21.09,
10836,20.41,22.93,22.24
11087,20.41,22.93,
11157,20.49,22.64,20.4
11116,,21.89,
11116,19.69,,
11042,20.77,21.2,
10957,20.74,22.79,
10902,20.79,22.79,
11046,20.24,22.54,
10934,20.49,22.49,21.59
10946,,,20.79
10946,,20.99,
10946,18.99,,
11140,,22.79,
11140,20.99,,
11083,20.69,22.59,21.79
11001,21.77,,22.77
11001,,22.81,
10855,20.59,22.29,22.29
10968,20.55,,
10968,,22.25,22.22
11054,19.79,22.69,19.69
11077,,21.89,
11077,19.19,,
10978,,,19.39
10978,18.99,,
10978,,22.49,
10898,20.59,23.19,22.14
11022,20.8,,
11022,,,21.9
10933,21.29,22.92,22.81
10999,,,21.49
10999,19.89,,
10999,,22.39,
11025,21.4,,
11025,,23.7,22.25
11156,20.3,23.5,21.9
10822,18.79,,
10822,,21.69,
10950,,,22.49
10950,20.99,,
10950,,23.99,
7047,20.39,22.29,
7047,,,21.89
6886,20.05,21.95,21.65
11037,20.29,22.69,
10959,21.48,,
10959,,,19.19
11190,20.25,,21.75
10890,20.66,23.39,
10971,20.69,,
10971,,22.99,
10860,19.94,21.39,20.89
10870,20.24,21.64,21.54
11167,19.85,21.99,
10852,19.94,21.39,20.89
11006,19.89,21.99,
10835,20.49,22.86,
10894,21.06,22.8,21.69
10931,21.59,,
10931,,23.49,
10931,,,17.09
10846,,,20.99
10846,18.99,20.99,
10832,,,21.97
10832,,22.38,
10832,19.98,,
10951,20.69,22.69,
10841,21.35,22.2,21.9
11189,20.89,22.59,22.49
11018,22.14,,
11018,,,23.7
11147,19.29,,
11147,,21.89,
11147,,,17.69
10859,20.72,22.82,21.98
10918,18.95,,
10918,,21.89,
11115,18.99,21.99,
10895,22.99,,
10895,,,23.49
10895,,23.98,
11032,,,20.49
11032,19.39,,
11032,,21.69,
11123,19.99,21.99,21.85
10980,21.29,23.29,
11029,19.81,,21.33
11029,,21.99,
10884,20.99,22.99,
10819,19.54,,
10819,,21.99,
10819,,,21.29
11095,21.51,23.19,22.99
10879,20.99,,
10879,,,21.85
10851,19.82,22.07,21.49
10955,19.89,,
10955,,21.99,
11178,20.8,22.5,22.35
10856,20.99,22.99,
11080,19.13,,
11080,,21.15,
11080,,,21.19
11036,19.8,21.9,21.6
10995,22.2,,23.2
10874,19.56,22.05,21.1
11171,18.97,,
11171,,,20.79
11171,,20.99,
11136,21.03,,
11136,,,22.63
11136,,22.73,
10949,22.63,24.48,23.93
10892,20.7,22.99,21.73
11092,21.39,22.99,22.95
11002,20.49,,21.39
11097,19.99,,
11097,,21.85,
11097,,,21.65
11038,20.59,22.74,21.34
11169,21.99,21.99,21.99
11008,,21.23,
11008,19.31,,20.52
10854,19.69,,
10854,,21.69,
10854,,,21.4
10941,21.54,23.19,22.99
11028,21.8,22.99,
11113,20.4,22.7,22.14
11096,,,20.39
11096,18.59,,
11096,,20.49,
10992,19.74,,
10992,,,21.34
10992,,21.64,
11141,20.49,22.95,21.39
10977,19.59,21.99,21.89
10916,19.59,22.8,21.62
10840,20.23,22.86,21.4
10869,21.04,,
10869,,,22.79
10869,,22.74,
11011,,23.39,21.79
11011,20.99,,
10897,22.1,,
10897,,23.8,
10897,,,23.9
10920,21.49,22.99,22.59
10967,20.79,,
10967,,22.39,
10967,,,22.39
11058,,23.6,
11058,20.85,,
11058,,,22.7
10881,19.89,22.09,21.59
10878,19.49,,
10878,,,21.06
10878,,21.99,
10818,20.29,22.69,
10987,20.99,22.89,22.28
10888,,,20.87
10888,,19.19,
10888,18.97,,
10921,,22.06,
10921,19.69,,
10921,,,21.33
10910,,,21.98
10910,20.08,22.73,
11005,20.29,22.69,
11103,21.49,23.69,
10887,20.09,22.57,
10907,18.99,21.57,
10907,,,21.35
10848,20.98,22.5,21.99
11118,19.69,21.89,
10876,,22.58,
10876,20.98,,
10969,21.04,,
10969,,22.74,
11079,,,21.79
11079,20.99,,
11079,,22.99,
11003,21.19,,22.54
11003,,23.19,
10863,20.42,,
10863,,22.8,
11024,,22.58,
11024,20.98,,
10976,,,21.87
10976,19.75,,
10976,,21.79,
10954,20.19,,
10954,,,21.09
10954,,22.65,
10833,20.97,22.33,
10833,,,22.31
11164,18.69,,
11164,,20.64,
11164,,,21.92
11069,19.8,,21.2
11045,,22.23,
11045,19.79,,21.29
11021,,22.58,
11021,20.98,,22.54
10883,20.29,22.69,
10883,,,22.59
10952,,22.58,
10952,20.98,,
11082,20.99,,
11082,,22.89,
11082,,,22.64
11148,,22.58,
11148,20.98,,22.54
11145,20.3,22.85,21.75
10865,,22.58,
10865,20.98,,
11074,21.67,22.95,22.79
10975,,22.58,
10975,20.98,,
11020,20.29,21.35,
11020,,,21.79
10994,19.85,,21.65
10983,20.95,23.9,22.24
10839,19.65,,
10839,,21.99,
11117,21.59,,
11117,,23.49,
11117,,,22.36
11172,,22.58,
11172,20.98,,
10838,21.04,,
10838,,22.74,
11134,,,23.09
11134,21.69,23.24,
11122,19.75,22.15,20.95
11151,,,22.55
10928,20.09,22.28,21.34
11010,20.45,,
11010,,21.99,
11049,21.1,,
11049,,22.4,
11049,,,22.2
11073,21.99,23.99,
10817,,22.95,
10817,21.15,,
10817,,,21.85
10919,19.74,,
10919,,22.99,
11160,20.99,,22.29
11000,19.99,,
11000,,21.79,
11142,,21.19,
11142,18.77,,
11142,,,21.07
10927,,,20.69
10927,20.54,,
10927,,22.49,
11150,,23.64,
11150,21.94,,
11150,,,22.84
10953,20.89,22.34,22.44
11127,,,20.59
11127,,22.99,
11127,19.98,,
11168,,,20.99
11168,19.99,,
11168,,23.19,
11188,,23.2,
11188,21.6,,22.8
11146,19.96,,
11146,,23.19,
11146,,,21.99
10909,21.6,23.6,21.6
11063,19.75,,
11063,,22.99,
10945,20.14,22.09,21.79
11076,21.35,,
11076,,23.39,
11110,20.49,,21.39
11110,,22.99,
11133,20.69,,
11133,,,21.99
11133,,23.19,
10821,,22.58,
10821,20.98,,22.54
11048,18.95,,
11048,,21.19,
11094,19.89,21.99,
10991,20.88,22.63,22.38
10831,21.04,,
10831,,22.74,
10974,20.2,22.3,21.6
10961,21.68,22.98,22.78
11139,21.67,22.95,22.79
11170,18.99,,
11170,,21.35,20.79
11099,19.3,,
11099,,21.69,
11099,,,21.69
11187,18.85,,
11187,,21.99,
11174,19.95,22.1,21.25
10882,20.34,,
10882,,23.14,
10882,,,21.74
10850,21.4,,
10850,,23.7,
10850,,,22.25
11132,19.79,21.44,21.44
11112,21.09,22.69,22.79
10944,21.04,22.89,22.69
10930,,,21.79
10930,20.49,,
10930,,22.89,
11041,21.45,22.9,22.55
10901,20.59,21.99,22.19
11023,20.89,22.75,22.89
10830,20.77,22.32,
11186,21.04,22.64,22.74
11177,20.99,23.15,
11177,,,21.87
11125,19.89,,
11125,,,21.05
11125,,22.3,
11093,19.99,21.64,
11173,20.89,22.54,22.49
11043,20.69,23.09,22.29
10877,21.49,22.84,22.74
11072,19.65,,
11072,,21.99,
11114,,20.49,
11114,18.69,,
11121,20.55,,
11121,,,21.99
11108,21.16,,
11108,,22.74,22.85
10816,20.19,22.14,22.29
10853,20.29,22.06,22.29
10900,19.89,22.25,20.99
11033,21.44,22.82,22.45
10829,,22.19,20.93
10829,20.09,,
11016,,,22.49
11016,20.99,,
11016,,23.99,
10903,19.9,21.95,21.75
10984,21.79,23.61,23.31
10956,,,21.59
10956,19.99,21.69,
10970,19.99,22.29,21.39
11091,19.7,21.8,
10889,20.39,,
10889,,22.59,
10889,,,21.49
11163,18.75,,
11163,,,20.15
11163,,21.29,
11166,18.99,,
11166,,21.19,
11165,21.04,,
11165,,,22.79
11165,,22.74,
10906,19.15,21.79,21.09
11066,19.9,,
11066,,22.25,20.91
11050,19.65,21.69,21.19
10849,19.49,,
10849,,21.99,
10939,19.83,22.01,21.51
11053,20.84,22.34,22.59
10924,21.29,23.49,22.39
10873,19.19,,20.99
10873,,22.45,
10915,21.14,23.14,
10915,,,22.59
11185,19.99,22.49,
11056,21.67,,
11056,,22.95,22.79
10843,21.61,,
10843,,,23.21
10843,,22.9,
10891,18.49,,
10891,,,20.49
10891,,20.99,
11090,19.99,22.79,21.69
11019,20.59,22.29,22.29
11179,19.34,20.48,21.29
11111,,,21.3
11111,20.29,,
11111,,22.81,
10998,20.59,22.49,21.79
10824,20.95,,
10824,,23.5,
10826,20.39,22.64,21.39
11149,20.54,22.14,22.24
10993,20.29,22.69,
11040,,,22.3
11040,20.99,,
11040,,21.99,
10962,21.19,,
10962,,23.49,
11071,14.68,,
11071,,17.51,19.99
11109,20.29,22.69,
11120,,,22.35
11120,,23.29,
11120,21.79,,
10872,18.99,,
10872,,21.39,
11015,20.37,,21.59
11155,21.39,22.8,22.74
11089,,22.9,
11089,21.2,,
10837,,,21.48
10837,20.3,,
10837,,22.4,
10871,20.35,22.09,21.39
11102,20.59,22.99,
11107,,23.39,21.79
11107,20.99,,
10997,19.8,,
10997,,22.35,
10986,20.49,,22.49
10986,,23.99,
11129,20.49,21.99,
11129,,,21.79
11158,20.09,22.29,
11030,19.64,21.91,21.59
11013,,22.58,
11013,20.98,,
10862,,23.14,21.99
10862,19.99,,
11184,20.49,22.09,21.99
11144,19.29,21.85,20.55
11126,20.99,22.99,22.19
11131,20.09,,
11131,,22.69,
11131,,,19.47
10982,,22.21,
10982,20.33,,
10982,,,17.29
10886,19.89,,
10886,,21.89,
10886,,,17.37
10880,19.79,,
10880,,21.89,
11017,,,21.09
11017,19.49,,
11017,,21.69,
11062,20.59,22.49,21.59
11180,19.99,,
11180,,22.48,
10845,20.95,22.95,
10914,20.33,22.9,
11106,18.79,21.09,21.07
10990,19.89,,
10990,,,20.99
10990,,21.99,
11101,20.07,22.85,20.87
11162,,,20.99
11162,20.39,,
11162,,22.89,
10834,21.25,22.49,
11039,20.83,23.88,21.44
10943,,,21.95
10943,20.07,,
10943,,21.95,
11047,19.59,,20.69
11047,,21.98,
4609,,17.99,20.29
4609,14.83,,
4530,20.65,,
4530,,23.69,22.15
4335,14.83,17.99,20.29
4454,19.98,,
4454,,21.85,
4483,,22.49,
4483,19.89,,
4483,,,21.44
4469,19.98,,
4469,,,21.55
4469,,22.78,
4443,20.09,,
4443,,22.95,
4443,,,21.79
10936,21.99,23.99,
4456,19.14,,
4456,,21.4,
4347,19.79,21.59,20.69
4437,21.09,22.19,22.09
4532,21.63,22.64,22.83
4322,19.49,21.79,
4576,,22.99,
4576,20.69,,
4550,20.59,,
4550,,22.79,
4323,17.05,17.2,
4433,20.89,22.99,21.99
4519,21.59,23.09,23.19
4548,20.09,21.39,21.39
4526,21.49,22.89,22.74
4399,20.99,23.09,
4462,19.45,21.09,21.09
4453,19.9,22.3,20.8
4349,20.45,,
4349,,22.2,
4349,,,21.75
4513,20.49,22.69,21.69
11181,20.19,,
11181,,,21.49
11181,,22.59,
4390,19.5,21.6,
4435,,19.15,
4435,16.97,,
4604,20.9,22.65,22.4
4540,21.59,22.99,22.94
4549,21.1,22.7,22.3
4413,20.29,22.06,22.29
4434,20.6,22.7,
4353,19.95,22.45,21.55
4599,20.29,22.06,22.29
4397,20.19,21.46,22.38
4506,19.9,22.3,21.7
4568,,,20.39
4568,19.79,,
4568,,22.99,
4419,20.3,22.8,21.29
4384,20.45,,22.1
4406,19.79,,
4406,,22.19,
4507,,23.15,23.29
4507,21.25,,
4534,21.09,22.99,21.99
4425,21.39,22.99,21.99
4459,19.99,22.19,21.69
4410,19.35,21.99,20.99
4607,20.99,23.09,
4546,20.78,,
4546,,23.29,
4606,19.89,,
4606,,22.99,
4581,19.79,21.69,21.64
4458,19.99,,
4458,,22.8,21.8
4466,20.59,21.99,21.95
4577,22.1,24.05,23.4
4613,20.44,21.84,21.99
4601,20.78,,
4601,,23.29,
4601,,,21.28
4380,20.93,22.42,21.11
4488,19.8,21.9,20.9
4432,20.59,22.99,20.99
4603,19.69,,
4603,,22.19,21.59
4352,20.6,22.8,
4472,19.99,22.25,21.79
4414,19.98,,
4414,,22.32,21.8
11068,,21.35,
11068,20.29,,
11068,,,21.79
4423,20.99,22.99,21.99
4558,19.65,,
4558,,,21.07
4558,,22.24,
4547,,,21.94
4547,20.79,,
4547,,21.79,
4564,20.5,,
4460,20.78,,
4460,,23.29,
4498,20.19,22.24,21.48
4369,21.1,22.7,22.3
4500,,21.69,
4500,19.97,,20.87
4442,20.45,,
4442,,22.55,21.39
4514,21.59,,
4514,,23.39,
4501,21.49,22.99,22.94
4404,20.75,,
4404,,23.25,
4412,19.99,,
4412,,,21.99
4412,,22.09,
4350,21.1,22.7,22.3
4328,20.55,22.95,21.05
4374,20.99,,
4374,,22.49,
4408,22.97,24.8,24.25
4444,19.6,21.91,
4554,19.39,22.59,20.19
4541,21.4,,
4541,,22.65,22.65
10815,21.48,22.98,22.78
4591,21.39,23.19,22.21
4505,19.99,,
4505,,22.54,
4424,20.19,22.57,21.69
4409,20.95,22.85,
4346,19.09,21.74,
4331,20.95,22.85,22.59
4400,22.62,24.52,23.96
4553,21.04,22.64,22.74
4320,21.94,23.09,23.09
4578,19.8,21.9,
4515,21.03,23.99,22.39
4473,19.27,,21.27
4479,,23.98,
4479,21.94,,21.89
4497,21.99,23.99,21.94
11086,,23.09,
11086,21.49,,23.09
4422,21.39,,
4422,,22.65,
11143,21.48,,21.54
11143,,23.18,
4387,19.55,21.85,21.09
4590,20.2,22.45,21.9
4569,19.8,21.9,21.6
4377,,23.69,
4377,20.49,,
4441,19.89,21.79,21.29
4360,18.99,,
4360,,21.98,
4536,19.89,21.79,21.29
4522,20.89,22.89,
4358,20.49,,
4358,,21.99,
4358,,,20.99
4585,19.6,,
4317,19.39,21.89,
4317,,,20.39
11182,,23.09,
11182,21.49,,23.09
4592,20.9,22.8,22.4
4588,,23.99,
4588,21.04,,
4588,,,22.39
4598,19.59,22.59,21.99
4381,20.3,,21.3
4381,,21.5,
4407,19.77,,
4407,,21.97,
4407,,,20.99
4398,18.97,,
4398,,,20.97
4398,,20.99,
4383,19.63,21.78,21.35
4340,19.59,22.59,21.99
4580,,21.74,
4580,19.99,,
4589,20.3,,21.3
4589,,21.5,
11154,19.99,21.89,
4563,,,22.19
4563,,22.49,
4563,20.99,,
10908,19.49,,
10908,,21.49,
4552,18.09,,
4552,,,20.39
4510,21.37,23.12,21.72
4611,19.39,21.39,
4411,,,22.19
4411,,22.49,
4411,20.99,,
4470,19.59,21.99,21.89
4509,,23.99,
4509,21.04,,
4509,,,22.39
4417,19.8,22.15,
4594,19.27,21.27,
4364,19.33,21.72,21.17
4480,21.35,22.49,
4480,,,22.39
4325,19.44,21.6,21.02
4475,20.39,22.59,
4520,20.19,22.99,21.24
4525,21.99,23.99,21.94
4327,,22.79,22.65
4327,21.19,,
4464,21.49,,
4464,,23.05,
4464,,,22.37
4560,21.33,23.99,
4610,19.51,21.89,20.09
4348,20.02,22.24,21.46
4403,21.15,,22.1
4499,,17.99,
4499,14.83,,
4426,16.89,19.29,
4426,,,20.99
4436,20.99,22.99,21.99
4361,19.97,,
4361,,,20.69
4361,,21.99,
4502,20.23,,
4502,,22.29,
4600,20.95,22.85,22.59
4319,21.14,23.14,
4512,21.63,23.25,23.07
4330,21.69,22.89,22.39
4316,20.94,,21.84
4316,,22.11,
4508,,22.89,
4508,20.65,,21.75
4504,19.89,21.79,
4451,18.69,19.39,20.84
4428,19.89,21.34,21.39
4370,21.29,23.69,21.7
4309,20.89,23.39,20.99
4375,21.89,24.04,21.99
4366,20.34,22.49,21.35
4372,21.35,23.49,21.8
4371,21.19,22.31,
4386,19.99,21.95,20.79
4579,,,21.97
4579,20.88,22.98,
4482,19.7,,21.3
11075,20.68,22.98,
11075,,,21.88
4521,21.39,23.39,
4495,20.99,,
4495,,22.79,21.61
4392,15.35,,
4392,,,20.65
4392,,17.95,
4465,21.55,23.1,22.85
4448,19.97,,
4448,,21.97,20.87
10875,19.7,,
10875,,21.8,
4450,20.49,22.2,
4342,22.95,24.78,24.23
4481,20.49,,
4481,,22.14,
4481,,,22.29
4571,19.79,,20.94
4571,,21.87,
10885,18.69,21.24,
10885,,,19.99
4440,21.42,22.82,
4337,20.58,,
4337,,22.25,22.09
4487,21.42,22.82,22.82
4416,21.42,22.82,22.82
4567,20.43,,21.85
4567,,18.42,
4326,21.42,22.82,22.82
4415,19.99,22.29,21.39
11057,,22.51,
11057,19.71,,
4471,20.55,22.45,
4471,,,22.09
4427,19.99,,
4427,,22.2,
4614,21.1,22.99,21.99
4314,20.99,21.64,21.99
4402,20.29,22.69,
4490,20.09,21.29,22.49
4332,19.99,21.59,21.99
4586,20.49,,
4586,,23.14,
4566,19.99,22.7,
4597,,22.99,
4597,21.19,,
4391,,22.69,
4391,19.99,,
4575,20.99,22.89,
4575,,,22.79
4354,19.25,21.99,21.69
4343,20.95,,21.8
4343,,23.5,
4329,,,21.55
4329,20.59,23.19,
4345,,22.95,
4345,20.95,,
4345,,,21.95
4389,,,21.69
4389,19.42,,
4389,,19.84,
4379,19.88,21.58,21.38
4468,20.47,,
4468,,22.79,
11012,19.79,22.2,21.05
4351,21.35,,22.25
4351,,22.95,
4373,20.45,,
4373,,22.65,
4373,,,21.55
4355,20.6,,
4355,,22.64,
4474,,,21.25
4474,,22.95,
4474,20.95,,
4447,,,21.99
4447,20.49,,
4447,,21.99,
4608,20.19,,
4608,,23.69,22.15
4341,,23.09,
4341,20.99,,
4321,,23.19,
4321,,,22.09
4321,20.99,,
4602,20.95,23.09,
4542,20.89,,21.89
4494,19.76,,
4494,,21.86,
4485,20.8,22.5,22.35
4605,19.98,,
4605,,,21.55
4605,,22.78,
4573,17.65,,
4376,20.19,,
4376,,,21.66
4555,,23.09,
4555,20.99,,
4523,19.9,22.3,20.8
4544,,22.99,
4544,20.79,,
4544,,,21.99
4430,20.99,23.19,21.99
4478,,,21.95
4478,19.99,,
4478,,22.25,
4516,21.39,,22.65
4516,,22.65,
4457,20.74,,21.74
4545,20.09,22.29,21.08
4477,20.79,22.84,21.79
4365,21.44,22.62,22.24
4561,19.99,22.39,21.89
4396,20.79,22.69,
4396,,,21.99
4496,20.08,22.14,21.34
4528,19.99,,
4528,,22.84,
4528,,,20.59
4538,20.98,22.86,22.57
4570,20.34,,
4570,,21.89,
4467,,22.95,
4467,20.95,,
4467,,,21.99
4344,19.99,22.19,21.69
4559,,21.79,20.19
4559,19.39,,
4484,19.79,21.89,
4484,,,20.29
4385,19.39,21.89,
4429,19.39,21.89,
4463,19.39,21.89,
4491,20.6,23.4,
4359,20.6,23.3,21.6
4356,19.05,20.42,
4382,21.55,23.2,
4438,18.89,20.95,
4357,,23.35,
4357,21.99,,22.99
4393,19.68,,21.38
4393,,20.39,
4311,19.68,,
4311,,20.39,
4405,,20.83,21.63
4405,19.28,,
4339,20.49,,
4339,,21.99,21.79
4449,,22.59,
4449,,,20.65
4449,19.29,,
4584,19.89,22.49,21.29
4489,,21.72,
4489,19.33,,
4572,20.49,21.99,
4572,,,21.99
4336,19.49,,
4336,,21.61,
4362,21.72,23.4,23.31
4486,20.25,22.05,21.65
4421,19.5,,
4421,,21.75,
4421,,,20.75
4367,19.5,,20.75
4593,,,
4593,18.9,,
4593,,,20.75
4583,,20.83,21.63
4583,19.28,,
4315,,,21.69
4315,,22.9,
4315,20.57,,
4394,20.45,,
4394,,,21.4
4394,,22.68,
4313,19.78,22.44,21.23
4418,,22.95,
4418,20.95,,
4455,15.35,,
4455,,17.95,
4557,20.38,21.67,20.67
4395,,,22.15
4395,,22.95,
4395,20.95,,
4310,20.29,22.39,21.14
4565,19.1,22.14,21.14
4595,21.99,,22.99
4493,15.35,,
4493,,,20.65
4493,,17.95,
4324,19.99,22.3,
4401,21.1,23.02,22.2
4556,,21.55,
4556,19.8,,
4537,,,21.42
4537,20.92,,
4537,,21.99,
4612,20.09,,
4612,,22.49,
4612,,,21.49
10858,,,19.79
10858,21.09,22.99,
4452,,22.09,21.99
4452,20.59,,
4587,,,22.15
4587,,22.95,
4587,20.95,,
4420,21.99,23.99,
4562,21.99,23.99,
