estacion_servicio,regular,premium,diesel
10929,21.99,23.99,
4529,,23.99,21.94
4529,21.69,,
4334,,,21.09
4334,19.49,,
4334,,21.69,
4527,20.59,23.09,
4543,20.59,23.09,21.79
4533,20.49,22.49,21.99
4439,20.59,23.09,21.79
4333,20.59,23.09,21.79
4524,19.99,,
4524,,22.09,
4318,20.59,23.09,21.79
4551,20.29,22.69,
4368,19.6,,21.69
4368,,21.45,
4446,21.4,23.15,22.85
4378,20.95,,
4378,,,22.6
4378,,20.69,
4388,20.19,22.1,20.88
4518,20.9,,22.24
4518,,23.75,
4492,,22.95,
4492,20.95,,
4445,19.79,22.28,21.36
4511,15.35,,
4511,,17.95,
4531,20.17,22.67,20.57
4461,20.09,22.1,
4535,20.99,22.49,
4476,20.99,22.49,22.54
4517,20.99,22.49,
4596,,22.99,
4596,19.59,,
4503,19.39,22.99,19.89
4539,20.19,23.09,
4312,,,17.69
4582,19.2,,
4582,,21.4,
4431,19.79,,
4431,,22.99,
4363,18.99,,21.21
4338,,22.95,
4338,20.95,,
4574,20.09,,
4574,,,21.79
4574,,23.29,
4025,20.09,,
4025,,22.99,
4025,,,21.79
4136,20.58,,
4136,,23.19,
4213,,22.95,
4213,20.95,,
4139,19.99,22.69,21.49
4173,19.6,,21.69
4173,,21.45,
3926,20.75,,
3926,,22.29,
3926,,,20.17
3986,20.09,,
3986,,21.69,
3986,,,21.69
3968,20.09,,
3968,,22.09,
3968,,,21.25
4125,21.2,22.65,
4081,19.79,21.59,20.69
3879,19.79,21.59,20.69
4137,16.69,,
4132,20.65,23.15,22.25
4051,19.79,,
4051,,22.45,
4051,,,21.99
4077,20.65,,
4077,,22.55,
3940,19.75,,
3940,,22.49,
4076,20.69,,
4076,,,21.59
4076,,22.19,
4171,15.35,,
4171,,17.95,
4207,20.95,,22.35
4206,20.79,23.14,21.89
3871,20.78,,
3871,,23.29,
3902,20.29,,
3902,,22.99,
4097,20.39,22.39,
3892,20.99,22.99,
3892,,,19.7
3954,18.88,21.55,20.36
4111,19.59,,
4111,,22.39,
4210,19.49,21.89,20.35
3924,20.49,22.95,21.39
4170,19.84,22.34,
3918,19.53,21.75,20.49
4033,19.64,21.79,21.09
4208,20.49,,
4208,,23.14,
4131,20.5,,
4131,,22.53,
4131,,,
4069,20.89,22.89,
3895,21.29,22.79,22.59
4179,19.99,,
4179,,,21.79
4179,,21.99,
4177,20.05,22.45,21.45
4191,21.19,,22.39
4191,,22.89,
4030,19.69,22.59,20.59
4209,20.69,22.42,22.19
4092,19.19,21.95,21.19
4168,20.99,22.99,21.84
4117,20.89,22.99,21.69
3903,,23.18,
3903,,,21.88
3903,20.68,,
4119,18.69,,
4119,,20.94,
3884,20.18,,
3884,,,21.09
3884,,22.19,
3930,15.35,,
3930,,17.95,
3952,15.35,,
3952,,17.95,
4158,15.35,,
4158,,17.95,
3973,18.9,21.5,22.1
4043,22.95,24.78,24.23
3887,20.99,22.79,22.29
3970,,,20.37
3970,15.57,,
3937,21.89,22.99,23.19
4108,15.83,17.51,16.64
3915,,,21.99
3915,,18.05,
3915,16.34,,
4175,20.4,,22.09
4175,,22.89,
3870,20.59,,
3870,,23.19,
4107,20.45,22.89,21.39
3912,20.89,23.09,21.49
3896,19.99,,
3896,,22.29,
3896,,,21.59
3992,20.09,,21.49
3992,,22.14,
4083,20.75,,
4083,,22.88,21.09
4080,,21.9,
4080,19.95,,
4100,20.59,22.99,
3943,19.99,,
3943,,23.09,
4180,20.49,,
4180,,23.14,
3890,20.59,,
3890,,23.19,
4053,18.84,20.87,20.28
3920,17.99,18.39,
4164,15.35,,
4164,,17.95,
3914,20.49,,
3914,,23.14,
4122,20.49,,
4122,,23.14,
4183,20.59,,
4183,,23.19,
3957,19.24,21.64,20.36
4041,19.59,21.64,
4021,19.64,21.69,21.14
4182,19.64,21.69,
3988,20.85,,
3988,,22.4,22.3
3898,19.54,21.64,
4181,21.69,22.99,
4181,,,21.49
3977,19.89,22.45,21.19
4212,21.3,23.7,
4211,15.35,,
4211,,,20.65
4211,,17.95,
3917,,22.68,
3917,20.68,,
4161,20.99,,
4161,,23.79,
4123,18.99,21.79,20.49
3974,21.69,,
3974,,,21.99
3974,,23.99,
4116,18.99,,21.21
4135,20.2,21.35,
4135,,,
4057,20.34,22.39,
4093,19.92,22.12,
4093,,,
4059,20.45,,
4059,,22.79,
4059,,,19.7
4058,21.49,23.49,
4045,,22.69,
4045,20.69,,
3971,20.79,,
3971,,23.29,
3971,,,19.7
4085,19.99,,
4085,,,21.89
4085,,22.99,
4205,19.38,21.48,
3928,19.04,21.33,
3923,19.29,,
3923,,21.99,
3923,,,20.99
4150,,,21.19
4150,20.99,,
4150,,22.99,
4098,15.35,,
4098,,17.95,
4099,19.79,21.59,20.69
4204,22.95,24.78,24.23
3950,21.84,23.98,
3950,,,22.98
3886,19.63,21.8,
3874,19.04,21.33,
3978,20.39,22.49,21.39
4049,19.65,,21.35
4024,18.89,,
4024,,20.99,
3933,19.49,21.79,
4203,19.85,22.24,21.45
4160,20.35,22.19,21.89
4027,,23.18,
4027,20.38,,
3904,21.57,23.25,22.75
3883,20.4,22.4,21.7
3949,,23.8,22.32
3949,21.11,,
3905,20.05,,21.19
3877,21.63,23.25,23.07
3983,20.05,,
3983,,,21.47
3983,,22.25,
3997,20.49,,
3997,,23.14,
4202,19.2,21.2,
3976,20.3,22.7,21.5
3979,20.49,,
3979,,23.14,21.89
3975,20.99,,
3975,,23.19,
3975,,,21.99
3893,19.89,,21.89
3893,,22.29,
4201,20.49,,
4201,,23.14,21.89
4142,19.99,21.59,21.69
4000,20.05,22.19,
3967,20.24,22.09,21.75
3938,21.84,23.19,23.39
3965,21.59,22.89,23.09
3878,16.19,17.9,
4055,20.99,,
4055,,23.19,
3885,21.4,,
3885,,,
3987,,22.6,
3987,20.9,,22.65
3939,20.29,22.69,
4127,19.95,22.79,21.45
4147,21.79,23.59,
3996,19.99,,
3996,,22.39,
4048,20.19,22.49,21.39
4040,19.79,,
4040,,,21.89
4040,,22.19,
3990,18.99,21.79,
4200,,23.18,
4200,20.48,,
4200,,,21.88
3880,19.49,21.79,20.99
3984,20.74,,21.5
3984,,21.95,
4056,20.69,22.29,22.17
3951,18.99,,
3951,,21.99,
3951,,,20.89
4115,21.25,,22.49
4115,,22.49,
4054,19.79,21.59,20.69
3909,18.89,,20.69
3909,,20.99,
4072,19.75,,
4072,,21.69,
3969,20.76,22.57,22.77
4174,21.94,23.35,23.34
4153,19.75,,
4153,,21.69,
4199,,,21.85
4199,,22.49,
4199,20.89,,
4039,18.57,20.77,
4039,,,20.97
4105,19.59,,
4105,,,20.45
4105,,21.89,
3934,,22.29,
3934,,,22.19
3934,20.49,,
4198,20.69,22.18,22.09
4044,21.15,22.99,22.15
3995,21.94,23.35,23.34
4163,20.66,22.75,
4163,,,22.44
3946,20.15,,
3946,,22.35,
4084,,23.99,
4084,21.04,,
4084,,,22.39
3935,20.34,,
3935,,21.89,
4167,20.29,22.49,21.59
4154,20.19,,
4154,,22.89,
4112,20.6,,22.6
4096,18.99,21.59,
4096,,,
3900,19.29,22.69,20.49
4088,19.95,,
4088,,22.95,
4120,,,21.9
4120,21.85,23.9,
3881,,22.99,
3881,19.59,,
4062,,,20.99
4062,19.95,,
4062,,22.3,
3891,19.8,22.25,20.99
3948,21.89,22.92,23.23
3873,,,19.89
3873,19.19,,
3873,,23.44,
4104,20.89,,22.5
4113,20.64,22.19,22.49
4094,21.54,22.49,
4028,19.72,21.89,20.57
4102,20.59,22.69,
3972,20.19,22.69,21.09
3913,20.29,22.49,21.59
3919,19.19,21.39,20.79
27600,20.04,21.69,
27599,18.99,,
27599,,20.99,20.59
27597,18.99,21.49,
27592,19.35,21.9,20.6
4074,20.4,22.4,21.7
27589,,22.99,
27589,19.99,,21.99
27587,21.65,22.98,22.5
27571,19.99,21.95,20.79
3932,,,21.55
3932,20.79,,
3932,,21.99,
27573,19.99,21.49,21.59
27576,19.87,,
27576,,,21.75
27576,,22.49,
27577,19.74,,
27577,,,21.29
27577,,21.89,
27578,20.02,,21.59
27578,,21.94,
27579,19.25,21.93,20.69
4075,20.27,22.44,21.54
27582,18.79,20.9,19.45
27583,,22.25,
27583,19.99,,
27585,21.79,23.29,
27586,20.84,22.99,21.99
27565,20.28,21.94,
27564,21.55,,
27564,,23.7,22.9
27563,18.99,20.8,20.79
27562,,,21.51
27562,19.97,21.97,
4172,20.49,22.82,21.39
27561,19.97,22.37,21.17
27560,,,21.21
27560,19.97,22.77,
27557,20.99,22.89,
27556,,22.99,
27556,19.99,,
27555,19.39,22.79,
27554,20.39,,
27554,,22.39,20.99
27553,19.75,,
27553,,21.95,
3872,19.97,21.97,
3872,,,20.99
27542,20.34,22.19,21.84
27549,,,20.99
27549,18.99,,
27549,,21.99,
27547,19.99,21.54,21.54
27552,20.09,22.38,
4068,,21.9,
4068,19.95,,
27546,18.29,20.39,19.69
27545,21.49,22.74,22.64
27535,19.99,,
27535,,,21.73
27535,,22.16,
27534,20.99,,22.54
27534,,22.49,
27533,,21.98,
27533,,,19.99
27533,19.55,,
27532,20.99,22.24,
27531,20.99,22.29,
4060,19.64,22.39,21.09
27529,22.5,,
27529,,18.06,
27527,18.69,,
27527,,20.99,
27525,,,21.99
27525,20.29,,
27524,,21.89,
27524,19.79,,
27523,20.04,22.24,
27522,20.04,21.89,
27521,21.04,23.44,
3989,21.79,22.95,
27518,21.15,23.18,23.2
27516,20.99,,22.54
27516,,22.49,
27514,19.29,,
27514,,21.89,
27508,18.99,20.99,19.99
3907,19.49,22.39,20.89
4141,21.65,23.69,
4141,,,21.99
4110,20.49,,21.89
4110,,23.14,
27464,15.44,18.19,20.54
27466,,22.89,
27466,,,21.74
27466,20.49,,
27467,,22.99,
27467,20.29,,
4087,17.99,18.49,
27468,20.64,22.94,
27469,19.29,21.39,
27470,21.95,23.45,23.37
27471,19.69,,
27471,,22.69,
27472,19.69,,
27472,,22.69,
27473,20.09,21.99,21.99
27475,21.13,22.63,22.63
4197,21.76,,23.41
27447,21.74,23.99,
27447,,,21.49
27448,,22.99,22.09
27448,20.69,,
27449,,22.99,
27449,19.99,,
27451,,22.35,
27451,19.89,,
27452,20.99,22.49,
27453,19.69,,
27453,,22.69,
27454,,22.19,21.59
3982,20.49,22.99,
27455,21.69,22.99,22.99
27457,,21.69,
27457,19.69,,
27458,20.89,22.35,21.99
27461,20.89,22.14,22.09
27445,20.38,22.78,22.28
3985,,23.19,
3985,20.09,,
27417,19.25,21.49,21.55
27436,20.95,22.84,
27436,,,22.54
27430,19.89,22.89,21.19
27444,19.55,,
27444,,,20.7
27444,,21.29,
27440,,22.42,
27440,21.15,,22.2
27414,19.1,,
27414,,21.35,
27414,,,20.48
27431,,23.19,
27431,20.58,,
27431,,,22.37
27438,19.99,,
27438,,,21.25
27438,,22.35,
27442,20.22,21.73,21.64
4047,19.99,,
4047,,22.49,
27432,21.19,22.82,22.75
27433,20.99,22.44,22.4
27443,,22.5,
27443,20.99,,21.99
27437,20.79,22.25,22.25
27426,19.25,,
27426,,,21.14
27426,,21.35,
27428,19.5,,21.45
27439,19.89,,
27439,,21.99,21.99
27435,,,20.89
27435,20.39,,
27435,,21.99,
27446,20.98,22.3,21.98
4149,20.59,,
4149,,23.19,21.99
27416,21.49,23.49,23.01
27441,20.49,22.75,
4152,21.94,23.35,23.34
3910,,,21.89
3910,19.28,,
3910,,22.48,
27396,20.46,21.93,
27397,20.95,22.45,
27398,18.69,,
27398,,21.09,
27399,19.79,21.85,
27400,20.3,21.95,21.95
27401,20.99,,22.49
27401,,22.99,
3960,21.93,23.99,21.94
3906,19.74,,
3906,,21.84,
3944,20.49,,
3944,,23.14,
27364,21.88,23.28,
27363,19.09,21.49,21.59
27361,,,
27361,,22.5,
27360,19.99,,
27360,,22.45,
27359,20.19,22.49,
3964,21.72,23.4,23.31
4103,20.29,22.69,
4114,20.49,,
4114,,23.14,21.89
4178,19.59,22.29,21.29
3922,20.89,,
3922,,,22.29
3922,,22.69,
4121,,,20.67
4121,19.29,,
4121,,21.98,
4148,19.2,,
4148,,21.4,
27274,19.64,,
27274,,,21.18
27274,,21.68,
27280,19.89,22.18,20.99
27282,19.87,,
27282,,22.49,
27284,19.75,21.98,21.69
4019,,20.86,
4019,19.07,,
27286,20.19,,
27286,,,21.99
27286,,23.39,
27290,21.6,23.51,23.24
27293,20.99,22.8,
27295,20.19,,21.59
27295,,22.89,
27297,,,21.79
27297,20.29,,
27297,,22.89,
27299,,,21.59
27299,19.99,,
27299,,22.19,
27301,19.79,21.89,21.39
27303,20.3,,
27303,,,21.7
27303,,22.1,
27304,,20.86,
27304,19.07,,
27304,,,20.83
4146,19.59,22.59,21.99
27302,20.27,,
27302,,22.31,
27302,,,21.19
27300,20.49,,
27300,,,21.99
27300,,22.59,
27298,,,21.2
27298,,21.3,
27292,20.7,22.12,21.85
27291,,22.5,22.2
27291,21.14,,
27289,18.99,21.69,20.29
27287,20.3,22.55,21.02
27285,18.99,21.49,20.59
3929,20.39,,21.59
3929,,22.89,
27283,20.44,22.82,21.65
27281,20.1,21.98,21.98
27279,21.49,22.84,22.74
27277,20.73,22.32,22.07
27276,20.18,21.89,21.69
27275,,22.37,
27275,20.5,,
27275,,,21.81
27273,20.95,22.45,
4140,19.79,22.89,21.99
4026,19.99,22.69,
4065,20.05,,21.3
3889,,,21.89
3889,,21.99,
3889,19.29,,
4155,21.4,23.29,22.4
3947,19.99,,
3947,,,21.49
3947,,22.19,
4109,20.49,,
4109,,23.14,
4023,20.29,,
4023,,23.08,
4124,,22.49,
4124,20.09,,
4050,20.59,,
4050,,23.14,
27136,,21.95,21.69
27136,19.99,,
4017,20.59,,
4017,,23.19,21.99
27154,19.55,,
27154,,21.99,
27139,21.38,23.64,22.59
27159,18.98,21.65,21.82
27158,20.38,,
27158,,,21.99
27156,20.95,22.45,
27162,20.99,22.72,22.75
27161,19.87,22.35,21.25
27160,,21.94,
27160,19.69,,
27160,,,21.97
3955,19.79,22.29,20.29
27151,21.5,22.9,22.66
3999,,20.86,
3999,19.07,,
3942,20.09,,21.79
3942,,23.18,
4038,21.94,23.35,23.34
4046,20.39,,
4046,,23.14,21.89
27050,19.9,,
27050,,21.97,
27051,20.29,22.19,21.69
3911,20.59,,
3911,,23.19,21.99
27052,,21.35,21.4
27052,19.28,,
27053,21.79,22.99,22.99
27054,18.91,21.35,28.89
27055,21.79,22.99,22.99
27092,22.39,23.15,23.31
27056,,20.3,
27056,19.69,,
27056,,,20.99
3994,20.69,22.85,21.79
3916,20.68,,
3916,,,21.98
3916,,23.18,
4073,20.69,,
4073,,23.19,21.99
3894,20.59,,
3894,,23.19,21.99
4176,20.59,,
4176,,23.19,21.99
4022,,22.09,
4022,19.29,,
27014,21.51,22.99,23.05
27016,21.15,23.15,22.15
27018,21.4,,
27018,,23.73,22.31
27019,20.25,,
27019,,,21.74
27019,,21.89,
27017,,22.09,
27017,19.99,,
27017,,,21.75
27015,19.99,22.29,20.99
27012,,,21.79
27012,,22.19,
27012,20.64,,
27011,,23.19,
27011,20.99,,
4196,,22.6,
4196,20.6,,
4196,,,
27008,19.68,21.85,
27007,19.6,,
27007,,,20.99
27007,,22.5,
26999,,,22.59
26999,20.69,22.39,
27037,19.54,,
27037,,21.6,20.95
26998,19.59,21.79,20.99
26994,20.99,,
26994,,,21.89
26994,,22.99,
26993,20.39,,
26993,,,21.39
26993,,23.09,
4067,,23.18,
4067,20.58,,
26990,19.77,21.39,20.77
27032,20.19,22.49,
26988,18.59,20.69,19.49
26987,20.03,22.13,21.43
26986,,19.59,
26986,17.39,,
26986,,,19.29
26984,19.73,22.53,21.73
26979,20.69,,21.49
26979,,22.79,
26981,19.99,,
26981,,22.49,
26952,19.79,,
26952,,,21.59
26952,,21.68,
26955,19.99,21.99,20.99
4052,,23.09,21.99
4052,20.39,,
26956,21.84,23.09,23.19
26957,20.39,,
26957,,22.39,
26957,,,21.39
27036,20.55,23.09,
26967,20.55,23.09,
26968,19.2,,
26968,,21.89,20.67
26969,19.6,,
26969,,,20.77
26969,,21.85,
26970,19.19,,
26970,,21.59,
26970,,,20.49
26971,19.2,,
26971,,,20.77
26971,,21.68,
26966,19.4,21.99,
26965,19.83,21.95,21.72
3956,19.98,,
3956,,21.85,
26963,20.67,,
26963,,22.69,
26963,,,21.87
26962,19.79,21.99,20.89
26948,19.79,22.09,21.09
26945,19.79,,20.89
26945,,21.69,
26942,20.99,,22.54
26942,,22.49,
26941,20.22,21.67,
26939,20.29,21.99,21.39
26935,16.79,,
26935,,19.99,
3993,,23.6,
3993,20.85,,
3993,,,22.7
26933,,,23.24
26933,21.69,23.09,
26932,,21.81,
26932,,,20.86
26932,19.89,,
26931,20.34,,
26931,,,21.99
26931,,22.64,
26930,19.89,21.99,21.79
26929,21.79,22.99,22.99
26928,15.79,,
26928,,17.99,
26927,19.41,,
26927,,22.21,
26924,19.69,21.79,20.89
26904,19.59,21.64,
26905,20.98,22.65,21.59
4162,19.99,22.29,21.29
26907,,,21.89
26907,20.39,22.29,
3897,,21.98,
3897,19.98,,
3963,,,19.83
3963,19.39,,
3963,,21.79,
4134,20.59,,
4134,,,21.99
4134,,23.19,
4061,20.09,,21.59
4061,,22.79,
3966,20.76,,21.48
3966,,21.93,
4143,20.75,22.45,21.6
4070,20.75,22.45,21.6
3888,,22.34,
3888,19.99,,
4035,20.59,,
4035,,,21.99
4035,,23.19,
3925,19.59,21.89,
3925,,,21.29
3941,21.19,23.39,22.49
4144,19.69,22.18,21.26
4029,,23.09,
4029,20.59,,
4029,,,21.69
4151,19.5,21.4,
4151,,,21.49
4169,20.89,22.99,21.99
26793,,,21.19
26793,19.79,21.79,
26791,20.49,22.99,22.35
26790,19.8,21.5,
26789,19.85,,20.99
26789,,21.99,
26788,20.74,22.59,22.39
4078,,,21.49
4078,20.49,,
4078,,22.89,
26787,21.2,22.7,22.2
26786,,22.85,
26786,21.59,,22.39
26784,22.89,,
26784,,23.84,
26784,,,23.98
26783,,24.83,24.28
26777,22.81,24.76,24.33
26776,19.89,,
26776,,,21.39
26776,,22.19,
26775,,,21.59
26775,,23.19,
26775,20.69,,
26774,21.74,,
26774,,23.27,22.99
26773,19.99,22.09,21.39
4195,20.6,22.95,
26772,20.19,22.35,21.84
26771,19.29,21.79,
26770,19.49,,
26770,,21.45,20.58
26769,21.59,22.94,
26769,,,22.89
26765,,21.55,
26765,19.48,,
26765,,,19.99
26764,21.1,,22.69
26764,,22.9,
26768,,22.2,
26768,19.63,,
26768,,,21.19
26767,20.99,,22.28
26766,,,21.68
26766,20.8,,
26766,,22.95,
26763,,,21.68
26763,20.99,,
26763,,22.99,
4118,19.99,21.99,21.5
26762,20.89,22.99,
26761,19.85,21.99,21.43
26758,21.3,23.26,23.36
26757,21.31,23.13,22.46
26756,20.08,22.13,21.39
26755,19.99,,20.99
26754,19.9,21.7,21.2
26753,,22.43,
26753,,,21.58
26753,19.98,,
4166,19.59,22.39,
26752,20.39,,21.79
26752,,22.69,
26751,20.85,22.68,21.99
26749,20.5,22.79,
26748,20.2,,20.9
26748,,22.6,
26747,20.49,22.49,21.99
26746,,22.8,
26745,20.45,22.05,
26744,19.49,,
26744,,22.29,
26744,,,21.34
4157,,22.89,21.85
4157,19.99,,
3991,20.05,21.89,22.09
4031,,,21.79
4031,20.29,21.8,
3908,,,21.35
3908,19.99,,
3908,,22.19,
4159,19.99,,
4159,,22.59,
4101,21.4,,
4101,,23.72,22.31
3927,20.69,22.18,22.09
3875,19.79,22.19,20.99
4194,19.99,22.26,
4032,,22.49,
4032,20.85,,
26642,20.19,21.46,
3931,20.71,23.85,
3931,,,21.83
26640,20.19,21.99,
26639,20.19,,
26639,,21.96,
26637,19.59,21.59,
26636,20.39,,
26636,,,21.59
26636,,22.29,
26635,20.59,22.27,
26634,,22.33,
26634,20.15,,
26634,,,21.45
26641,19.15,21.4,20.6
26638,19.98,,
26638,,,21.8
26638,,21.85,
26721,20.89,22.35,22.45
26632,20.49,22.69,
3958,20.49,,21.89
3958,,23.14,
26631,21.78,23.38,23.43
26629,20.09,,
26629,,22.39,
26626,18.98,19.49,20.98
26617,19.75,21.95,
26720,,,19.49
26720,19.29,,
26720,,21.99,
26630,20.79,23.65,
26630,,,21.79
4193,20.44,,
4193,,22.39,
4193,,,21.79
26628,21.99,23.99,21.94
26627,20.09,23.25,
26627,,,21.89
26624,,21.99,
26624,19.99,,
26623,21.45,22.77,22.82
26621,21.37,22.67,22.97
26620,21.42,22.67,22.67
26618,21.47,22.77,
26616,19.89,,
26616,,21.99,
26615,20.17,,
26615,,22.31,
26615,,,21.1
26614,19.59,21.59,20.69
4082,20.8,22.45,22.1
26610,19.85,21.99,21.49
26613,21.15,22.25,22.35
26611,,23.48,22.8
26611,21.4,,
26609,19.49,21.69,
26608,19.79,22.25,
26607,19.99,,
26607,,,21.4
26607,,21.9,
26719,19.92,22.09,21.32
26606,,22.06,
26606,19.65,,
26495,19.83,,21.51
26495,,22.01,
4086,20.8,22.45,22.4
26496,20.59,,21.49
26496,,23.19,
26502,20.49,,
26502,,23.49,
26502,,,22.2
26503,20.19,22.49,21.29
26504,,,21.59
26504,19.99,22.09,
26505,,23.25,
26505,22.25,,22.85
26507,18.95,21.3,20.65
26508,20.48,,21.52
26511,19.85,22.6,
26512,20.49,,
26512,,22.99,
26514,18.89,20.85,
4192,20.75,22.2,22.5
26515,21.29,22.59,
26517,,21.99,21.6
26517,19.98,,
26518,19.4,,
26518,,,20.45
26518,,21.85,
26519,17.99,,
26519,,,19.49
26519,,19.99,
26522,19.27,20.99,20.53
26524,19.99,,
26524,,,21.39
26524,,22.3,
26525,19.99,22.19,21.67
26527,20.89,,
26527,,23.19,
26528,21.49,22.89,22.29
26529,21.49,22.89,22.29
4034,20.75,22.2,22.5
26535,22.15,23.35,23.4
26536,,22.89,
26536,21.54,,22.99
26537,20.99,22.99,
26539,20.59,,
26539,,22.49,
26540,19.09,,
26540,,22.99,
26542,21.39,22.69,22.59
26543,21.79,22.99,22.99
26546,21.09,22.79,22.79
4018,,,21.09
4018,19.28,21.99,
26547,21.19,22.89,22.89
26545,21.38,23.48,21.89
26544,21.64,,21.79
26544,,22.94,
26541,15.89,,
26541,,,19.09
26538,18.74,21.49,
26534,19.38,21.6,20.79
26532,20.99,,22.54
26532,,22.49,
26530,20.2,,
26530,,,
26526,19.09,,
26526,,22.99,
26523,20.28,,
26523,,22.68,22.34
4037,19.59,21.79,
4037,,,17.13
26521,20.04,21.46,21.62
26520,20.19,,
26520,,22.19,
26516,19.29,22.29,20.49
26513,21.49,,
26513,,23.09,
26513,,,23.14
26510,21.49,,22.35
26510,,22.99,
26509,,,22.75
26509,20.99,,
26509,,22.99,
26506,,,20.84
26506,,18.69,
26506,16.74,,
26500,,22.99,
26500,20.99,,
26499,21.49,23.79,
3959,20.8,22.4,
26497,20.99,,22.54
26497,,22.29,
4091,,22.4,
4091,20.8,,
4133,19.09,,
4133,,,20.89
4133,,21.79,
4190,21.49,23.79,
4138,,23.79,
4138,21.69,,
3921,19.91,,
3921,,,21.18
3921,,22.19,
4126,15.77,,
4126,,,20.59
4126,,17.99,
4189,15.77,,
4189,,17.99,
4188,15.77,,
4188,,17.99,
4186,15.77,,
4186,,17.99,
3899,15.77,,
3899,,,20.59
3899,,17.99,
4042,15.77,,
4042,,17.99,
3901,15.77,,
3901,,17.99,
4128,15.77,,
4128,,17.99,
4079,15.77,,
4079,,17.99,
4071,15.69,,
4071,,17.99,
4165,21.29,,
4165,,,22.25
4165,,23.79,
26421,19.3,21.57,21.3
26420,19.09,,29.29
26420,,21.59,
14625,19.99,22.39,21.69
26419,,22.24,21.67
26419,19.99,,
26417,,,20.42
26417,19.99,,
26417,,22.91,
26416,21.69,22.96,23.2
26415,21.99,23.99,21.94
26414,21.99,23.99,21.94
26408,,22.99,
26408,21.49,,
26406,,22.99,23.14
26406,21.49,,
26399,21.97,23.17,23.17
26398,21.78,23.55,23.6
4106,20.89,22.14,
26393,19.15,20.7,
26393,,,21.55
26391,19.39,,20.79
26389,19.49,21.49,
26387,20.99,,
26387,,,21.19
26387,,22.99,
26386,19.98,21.05,20.49
26385,19.99,,
26385,,21.99,
26384,19.91,21.6,20.84
26383,15.29,17.99,20.5
26382,21.05,22.45,22.05
4063,20.45,22.79,21.19
26379,20.39,22.99,21.49
26378,,,21.29
26378,,22.09,
26378,19.99,,
26377,,,21.79
26377,19.99,,
26377,,22.99,
26374,20.69,22.79,
26374,,,20.49
26373,,,21.49
26373,20.19,,
26373,,23.09,
26371,19.69,22.59,21.39
26370,20.03,22.13,21.43
3945,20.99,22.64,
26362,20.43,22.83,21.43
26353,19.83,22.43,21.43
26352,20.49,,
26352,,,21.39
26352,,22.79,
26351,20.49,,
26351,,,21.39
26351,,22.79,
26350,20.49,22.59,21.69
26347,20.19,,21.59
26347,,22.99,
26345,,,21.59
26345,20.14,,
26345,,22.79,
26281,,,21.49
26281,19.99,,
26281,,22.99,
26280,20.29,22.39,
26280,,,21.39
4185,21.24,23.29,22.59
26279,18.93,,
26279,,,20.85
26279,,21.5,
26278,19.99,22.18,21.48
26277,19.15,,20.99
26424,19.79,,
26424,,,20.29
26424,,21.49,
26287,18.99,22.29,19.69
26286,21.58,,22.75
26285,20.09,21.39,21.39
26284,20.39,22.09,
26283,21.2,,
26283,,22.8,22.9
26282,20.19,,
26282,,22.85,
4020,21.59,23.69,20.95
26298,19.98,,
26298,,,21.78
26298,,22.44,
26295,18.99,21.49,
26295,,,18.98
26294,22.89,24.72,24.17
26293,19.74,21.99,21.19
26292,,,21.41
26292,,22.9,
26289,19.59,,
26289,,21.89,
26314,,18.2,
26314,16.49,,
26314,,,21.5
26313,,,21.49
26313,20.09,,
26313,,22.49,
26312,20.35,21.66,
26312,,,21.78
26311,21.79,,
26311,,22.99,
3936,21.19,22.49,
26308,20.05,22.49,21.69
26321,20.39,23.89,
26315,19.79,,
26315,,21.59,20.39
26331,21.2,,22.6
26332,20.4,22.8,20.3
4090,20.85,23.99,21.26
26328,20.39,22.59,22.29
26327,19.89,21.99,21.25
26329,21.85,22.89,22.99
26326,20.39,23.19,
26318,19.89,,21.49
26318,,22.29,
3980,21.29,23.69,
26309,20.39,23.19,
26307,19.99,22.39,
26306,20.29,21.99,
26305,21.94,,23.34
26304,20.09,22.59,21.49
26303,21.19,22.29,
26303,,,22.17
26302,,21.54,21.24
26302,19.39,,
26301,20.49,,
26301,,22.6,
26300,20.5,,21.3
26299,20.54,,
26299,,,21.99
26299,,22.89,
4184,15.69,,
4184,,17.99,
26297,21.19,22.82,22.74
26296,19.99,22.29,
26291,19.89,21.79,21.34
26290,19.44,21.55,20.77
26288,21.02,,22.8
26288,,22.5,
3998,21.79,23.6,21.85
3953,20.15,,20.99
3953,,22.84,
4089,20.49,22.84,21.59
4066,20.25,23.18,20.35
3962,20.09,22.69,
3981,20.75,22.69,21.58
4130,21.79,23.99,22.99
4187,20.69,22.75,21.55
4129,21.59,23.52,21.89
3961,16.99,18.99,20.39
3882,20.79,23.25,21.93
4036,19.79,21.99,20.59
26023,,22.24,
26023,20.29,,
26023,,,21.9
26026,19.19,,20.78
26026,,21.45,
26027,20.61,,
26027,,,21.61
26027,,22.81,
26029,20.98,,22.53
26029,,22.62,
26031,21.46,,22.94
26031,,22.69,
4156,19.97,,21.38
4156,,22.36,
26038,21.04,22.7,22.61
26040,21.87,23.17,23.17
26042,19.25,21.3,20.78
26044,19.09,,
26044,,21.99,19.49
26045,19.19,,
26045,,21.54,21.24
26046,19.29,,20.84
26046,,20.49,
26047,19.29,,
26047,,21.99,
26047,,,21.39
26048,20.99,22.79,21.49
26049,18.99,21.19,20.49
